ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	1/79	110/18800	0.371587735502795	0.485452437712172	0.408685118584618	IL23R	1
GO:0032611	interleukin-1 beta production	1/79	110/18800	0.371587735502795	0.485452437712172	0.408685118584618	CX3CR1	1
GO:0032651	regulation of interleukin-1 beta production	1/79	110/18800	0.371587735502795	0.485452437712172	0.408685118584618	CX3CR1	1
GO:0048259	regulation of receptor-mediated endocytosis	1/79	110/18800	0.371587735502795	0.485452437712172	0.408685118584618	DGKD	1
GO:1901222	regulation of NIK/NF-kappaB signaling	1/79	110/18800	0.371587735502795	0.485452437712172	0.408685118584618	CD86	1
GO:0006821	chloride transport	1/79	111/18800	0.374243945716561	0.487465288459425	0.410379665943801	SLC4A10	1
GO:0007088	regulation of mitotic nuclear division	1/79	111/18800	0.374243945716561	0.487465288459425	0.410379665943801	PDGFRB	1
GO:0031532	actin cytoskeleton reorganization	1/79	111/18800	0.374243945716561	0.487465288459425	0.410379665943801	CARMIL3	1
GO:0048640	negative regulation of developmental growth	1/79	111/18800	0.374243945716561	0.487465288459425	0.410379665943801	PLAC8	1
GO:0009416	response to light stimulus	2/79	310/18800	0.3752218680178	0.48837514914007	0.411145645247391	SLC4A10/RGS9	2
GO:0009063	cellular amino acid catabolic process	1/79	112/18800	0.376889070029708	0.489088414559709	0.411746118002212	IL4I1	1
GO:0010633	negative regulation of epithelial cell migration	1/79	112/18800	0.376889070029708	0.489088414559709	0.411746118002212	THBS1	1
GO:0010927	cellular component assembly involved in morphogenesis	1/79	112/18800	0.376889070029708	0.489088414559709	0.411746118002212	PDGFRB	1
GO:0021987	cerebral cortex development	1/79	112/18800	0.376889070029708	0.489088414559709	0.411746118002212	ADGRG1	1
GO:0072001	renal system development	2/79	312/18800	0.378229453105446	0.490463712187181	0.412903932095435	PDGFRB/ADAMTS1	2
GO:0002526	acute inflammatory response	1/79	113/18800	0.379523154119372	0.490685261391022	0.413090446479977	FCGR3A	1
GO:0018958	phenol-containing compound metabolic process	1/79	113/18800	0.379523154119372	0.490685261391022	0.413090446479977	ITGAM	1
GO:0031623	receptor internalization	1/79	113/18800	0.379523154119372	0.490685261391022	0.413090446479977	LILRB1	1
GO:0044344	cellular response to fibroblast growth factor stimulus	1/79	113/18800	0.379523154119372	0.490685261391022	0.413090446479977	THBS1	1
GO:0051604	protein maturation	2/79	314/18800	0.381231249560796	0.492529360112543	0.414642927518569	TMEM59/THBS1	2
GO:0003014	renal system process	1/79	114/18800	0.382146243476924	0.493346849038156	0.415331142331291	AKR1C3	1
GO:0046394	carboxylic acid biosynthetic process	2/79	316/18800	0.384227143096186	0.494891577776617	0.416631594442798	PRXL2B/AKR1C3	2
GO:0002821	positive regulation of adaptive immune response	1/79	115/18800	0.384758383408708	0.494891577776617	0.416631594442798	IL23R	1
GO:0021782	glial cell development	1/79	115/18800	0.384758383408708	0.494891577776617	0.416631594442798	TSPAN2	1
GO:0090288	negative regulation of cellular response to growth factor stimulus	1/79	115/18800	0.384758383408708	0.494891577776617	0.416631594442798	THBS1	1
GO:1990748	cellular detoxification	1/79	115/18800	0.384758383408708	0.494891577776617	0.416631594442798	PRXL2B	1
GO:0015849	organic acid transport	2/79	318/18800	0.387217021694594	0.497139951597878	0.418524420290156	SLC16A7/THBS1	2
GO:0016053	organic acid biosynthetic process	2/79	318/18800	0.387217021694594	0.497139951597878	0.418524420290156	PRXL2B/AKR1C3	2
GO:0019751	polyol metabolic process	1/79	116/18800	0.38735961903679	0.497139951597878	0.418524420290156	CD244	1
GO:0006720	isoprenoid metabolic process	1/79	117/18800	0.389949995299694	0.499364536105396	0.420397218761498	AKR1C3	1
GO:0007006	mitochondrial membrane organization	1/79	117/18800	0.389949995299694	0.499364536105396	0.420397218761498	SLC25A4	1
GO:0015718	monocarboxylic acid transport	1/79	117/18800	0.389949995299694	0.499364536105396	0.420397218761498	SLC16A7	1
GO:1901990	regulation of mitotic cell cycle phase transition	2/79	321/18800	0.391690322057088	0.500833332521232	0.421633746154813	CDC25B/ADAMTS1	2
GO:0001578	microtubule bundle formation	1/79	118/18800	0.392529556953139	0.500833332521232	0.421633746154813	GAS2L1	1
GO:0030278	regulation of ossification	1/79	118/18800	0.392529556953139	0.500833332521232	0.421633746154813	PTGER4	1
GO:0032368	regulation of lipid transport	1/79	118/18800	0.392529556953139	0.500833332521232	0.421633746154813	THBS1	1
GO:0051261	protein depolymerization	1/79	118/18800	0.392529556953139	0.500833332521232	0.421633746154813	DSTN	1
GO:0071214	cellular response to abiotic stimulus	2/79	323/18800	0.394664687877137	0.501912727690202	0.422542450506385	PTGER4/RGS9	2
GO:0104004	cellular response to environmental stimulus	2/79	323/18800	0.394664687877137	0.501912727690202	0.422542450506385	PTGER4/RGS9	2
GO:0006304	DNA modification	1/79	119/18800	0.395098348570777	0.501912727690202	0.422542450506385	TOX	1
GO:0051928	positive regulation of calcium ion transport	1/79	119/18800	0.395098348570777	0.501912727690202	0.422542450506385	PDGFRB	1
GO:0071774	response to fibroblast growth factor	1/79	119/18800	0.395098348570777	0.501912727690202	0.422542450506385	THBS1	1
GO:2000278	regulation of DNA biosynthetic process	1/79	119/18800	0.395098348570777	0.501912727690202	0.422542450506385	PDGFRB	1
GO:0070482	response to oxygen levels	2/79	324/18800	0.396149481146603	0.50288256575473	0.423358922633453	PDGFRB/THBS1	2
GO:0007204	positive regulation of cytosolic calcium ion concentration	2/79	325/18800	0.397632664163417	0.503698125090228	0.424045512992978	CX3CR1/PTGER4	2
GO:0030203	glycosaminoglycan metabolic process	1/79	120/18800	0.397656414544917	0.503698125090228	0.424045512992978	PDGFRB	1
GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	1/79	120/18800	0.397656414544917	0.503698125090228	0.424045512992978	THBS1	1
GO:0000956	nuclear-transcribed mRNA catabolic process	1/79	121/18800	0.400203799087259	0.504366431726409	0.424608136549151	PATL2	1
GO:0007041	lysosomal transport	1/79	121/18800	0.400203799087259	0.504366431726409	0.424608136549151	TMEM106B	1
GO:0030282	bone mineralization	1/79	121/18800	0.400203799087259	0.504366431726409	0.424608136549151	FGR	1
GO:0038127	ERBB signaling pathway	1/79	121/18800	0.400203799087259	0.504366431726409	0.424608136549151	DGKD	1
GO:0055007	cardiac muscle cell differentiation	1/79	121/18800	0.400203799087259	0.504366431726409	0.424608136549151	PDGFRB	1
GO:0071482	cellular response to light stimulus	1/79	121/18800	0.400203799087259	0.504366431726409	0.424608136549151	RGS9	1
GO:1903008	organelle disassembly	1/79	121/18800	0.400203799087259	0.504366431726409	0.424608136549151	SLC25A4	1
GO:0007613	memory	1/79	122/18800	0.402740546229617	0.506832595255127	0.426684311794934	CX3CR1	1
GO:0019730	antimicrobial humoral response	1/79	122/18800	0.402740546229617	0.506832595255127	0.426684311794934	GNLY	1
GO:0048638	regulation of developmental growth	2/79	329/18800	0.403549041625794	0.507454291757502	0.427207695939412	HOPX/PLAC8	2
GO:0043010	camera-type eye development	2/79	330/18800	0.405023985467655	0.507454291757502	0.427207695939412	PDGFRB/BFSP1	2
GO:0048545	response to steroid hormone	2/79	330/18800	0.405023985467655	0.507454291757502	0.427207695939412	AKR1C3/THBS1	2
GO:0001952	regulation of cell-matrix adhesion	1/79	123/18800	0.405266699824641	0.507454291757502	0.427207695939412	THBS1	1
GO:0002224	toll-like receptor signaling pathway	1/79	123/18800	0.405266699824641	0.507454291757502	0.427207695939412	CD300A	1
GO:0032355	response to estradiol	1/79	123/18800	0.405266699824641	0.507454291757502	0.427207695939412	PDGFRB	1
GO:0097237	cellular response to toxic substance	1/79	123/18800	0.405266699824641	0.507454291757502	0.427207695939412	PRXL2B	1
GO:0043414	macromolecule methylation	2/79	331/18800	0.406497244805067	0.508630768732467	0.428198130006016	TRMT13/SETD7	2
GO:0046660	female sex differentiation	1/79	124/18800	0.407782303546537	0.509145333285248	0.428631323577488	ADAMTS1	1
GO:1903313	positive regulation of mRNA metabolic process	1/79	124/18800	0.407782303546537	0.509145333285248	0.428631323577488	PATL2	1
GO:1904375	regulation of protein localization to cell periphery	1/79	124/18800	0.407782303546537	0.509145333285248	0.428631323577488	TMEM59	1
GO:0008033	tRNA processing	1/79	125/18800	0.410287400891784	0.511542351468501	0.430649287819442	TRMT13	1
GO:0043244	regulation of protein-containing complex disassembly	1/79	125/18800	0.410287400891784	0.511542351468501	0.430649287819442	DSTN	1
GO:0070371	ERK1 and ERK2 cascade	2/79	335/18800	0.412373200554281	0.513776446592219	0.432530092939854	PTGER4/PDGFRB	2
GO:0003206	cardiac chamber morphogenesis	1/79	126/18800	0.412782035179846	0.513919513884879	0.432650536198399	ADAMTS1	1
GO:0010506	regulation of autophagy	2/79	336/18800	0.413837861055292	0.514867317526441	0.433448458329499	TMEM59/SLC25A4	2
GO:0034968	histone lysine methylation	1/79	127/18800	0.415266249553884	0.515910024321385	0.434326276045584	SETD7	1
GO:0048706	embryonic skeletal system development	1/79	127/18800	0.415266249553884	0.515910024321385	0.434326276045584	HOXC4	1
GO:0042542	response to hydrogen peroxide	1/79	128/18800	0.417740086981466	0.518246750918099	0.436293482948033	PDGFRB	1
GO:0071621	granulocyte chemotaxis	1/79	128/18800	0.417740086981466	0.518246750918099	0.436293482948033	THBS1	1
GO:0006790	sulfur compound metabolic process	2/79	339/18800	0.418221273073351	0.518475734278169	0.436486255883945	ACSL6/ACOT9	2
GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	1/79	129/18800	0.42020359025527	0.519827229841622	0.437624031867149	SEC31B	1
GO:0032612	interleukin-1 production	1/79	129/18800	0.42020359025527	0.519827229841622	0.437624031867149	CX3CR1	1
GO:0032652	regulation of interleukin-1 production	1/79	129/18800	0.42020359025527	0.519827229841622	0.437624031867149	CX3CR1	1
GO:0001933	negative regulation of protein phosphorylation	2/79	341/18800	0.421134629639084	0.520242637886303	0.437973749105776	INCA1/CD300A	2
GO:0031346	positive regulation of cell projection organization	2/79	341/18800	0.421134629639084	0.520242637886303	0.437973749105776	TMEM106B/TOX	2
GO:0062012	regulation of small molecule metabolic process	2/79	342/18800	0.422588600059715	0.521018399072735	0.438626834820958	CD244/AKR1C3	2
GO:0007127	meiosis I	1/79	130/18800	0.422656801993786	0.521018399072735	0.438626834820958	CDC25B	1
GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	1/79	130/18800	0.422656801993786	0.521018399072735	0.438626834820958	THBS1	1
GO:0006022	aminoglycan metabolic process	1/79	131/18800	0.425099764642018	0.522555828828584	0.439921142178948	PDGFRB	1
GO:0006639	acylglycerol metabolic process	1/79	131/18800	0.425099764642018	0.522555828828584	0.439921142178948	DGKD	1
GO:0010595	positive regulation of endothelial cell migration	1/79	131/18800	0.425099764642018	0.522555828828584	0.439921142178948	THBS1	1
GO:0050853	B cell receptor signaling pathway	1/79	131/18800	0.425099764642018	0.522555828828584	0.439921142178948	CD300A	1
GO:0006612	protein targeting to membrane	1/79	132/18800	0.427532520472179	0.524439891779207	0.441507267678749	ITGAM	1
GO:0006638	neutral lipid metabolic process	1/79	132/18800	0.427532520472179	0.524439891779207	0.441507267678749	DGKD	1
GO:0010565	regulation of cellular ketone metabolic process	1/79	132/18800	0.427532520472179	0.524439891779207	0.441507267678749	AKR1C3	1
GO:0061041	regulation of wound healing	1/79	133/18800	0.429955111584387	0.526672414190265	0.443386748788384	THBS1	1
GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	1/79	133/18800	0.429955111584387	0.526672414190265	0.443386748788384	THBS1	1
GO:0001889	liver development	1/79	134/18800	0.432367579907355	0.528886304883174	0.445250544518052	CADM1	1
GO:0006661	phosphatidylinositol biosynthetic process	1/79	134/18800	0.432367579907355	0.528886304883174	0.445250544518052	PI4KAP1	1
GO:0045861	negative regulation of proteolysis	2/79	350/18800	0.434154002605352	0.530700137450459	0.446777545559281	TMEM59/THBS1	2
GO:0010038	response to metal ion	2/79	351/18800	0.435591232122402	0.532084887316533	0.447943317155554	AKR1C3/THBS1	2
GO:0001655	urogenital system development	2/79	352/18800	0.437026552352104	0.533258706701378	0.448931513891682	PDGFRB/ADAMTS1	2
GO:0061982	meiosis I cell cycle process	1/79	136/18800	0.437162315047526	0.533258706701378	0.448931513891682	CDC25B	1
GO:0061008	hepaticobiliary system development	1/79	137/18800	0.439544664871317	0.535790846719012	0.451063232393821	CADM1	1
GO:0008277	regulation of G protein-coupled receptor signaling pathway	1/79	138/18800	0.441917057920408	0.537932463262446	0.452866183090991	RGS9	1
GO:0042552	myelination	1/79	138/18800	0.441917057920408	0.537932463262446	0.452866183090991	TSPAN2	1
GO:0051480	regulation of cytosolic calcium ion concentration	2/79	356/18800	0.44274855356998	0.538569569687074	0.45340254030021	CX3CR1/PTGER4	2
GO:0006986	response to unfolded protein	1/79	139/18800	0.444279535276762	0.539305991433181	0.454022507541603	THBS1	1
GO:0048813	dendrite morphogenesis	1/79	139/18800	0.444279535276762	0.539305991433181	0.454022507541603	TMEM106B	1
GO:0051783	regulation of nuclear division	1/79	139/18800	0.444279535276762	0.539305991433181	0.454022507541603	PDGFRB	1
GO:0000086	G2/M transition of mitotic cell cycle	1/79	140/18800	0.446632137855034	0.540285797211488	0.454847371131916	CDC25B	1
GO:0007272	ensheathment of neurons	1/79	140/18800	0.446632137855034	0.540285797211488	0.454847371131916	TSPAN2	1
GO:0008366	axon ensheathment	1/79	140/18800	0.446632137855034	0.540285797211488	0.454847371131916	TSPAN2	1
GO:0034341	response to interferon-gamma	1/79	140/18800	0.446632137855034	0.540285797211488	0.454847371131916	IL23R	1
GO:0045089	positive regulation of innate immune response	1/79	140/18800	0.446632137855034	0.540285797211488	0.454847371131916	CADM1	1
GO:0034763	negative regulation of transmembrane transport	1/79	141/18800	0.448974906403236	0.541994569332083	0.456285925524661	THBS1	1
GO:0038061	NIK/NF-kappaB signaling	1/79	141/18800	0.448974906403236	0.541994569332083	0.456285925524661	CD86	1
GO:0045727	positive regulation of translation	1/79	141/18800	0.448974906403236	0.541994569332083	0.456285925524661	THBS1	1
GO:0006066	alcohol metabolic process	2/79	361/18800	0.449856997646069	0.542684632080973	0.456866864777309	CD244/AKR1C3	2
GO:0030183	B cell differentiation	1/79	142/18800	0.45130788150341	0.543684477510655	0.45770859903643	IL4I1	1
GO:0090090	negative regulation of canonical Wnt signaling pathway	1/79	142/18800	0.45130788150341	0.543684477510655	0.45770859903643	SOX13	1
GO:0018022	peptidyl-lysine methylation	1/79	143/18800	0.453631103572294	0.545731017924549	0.459431508526147	SETD7	1
GO:0046165	alcohol biosynthetic process	1/79	143/18800	0.453631103572294	0.545731017924549	0.459431508526147	CD244	1
GO:0031589	cell-substrate adhesion	2/79	364/18800	0.454098149478917	0.545917170075066	0.459588223392113	THBS1/ITGAM	2
GO:0009150	purine ribonucleotide metabolic process	2/79	366/18800	0.45691548082827	0.548642664148729	0.461882719787982	ACSL6/ACOT9	2
GO:0015748	organophosphate ester transport	1/79	145/18800	0.458248449460608	0.548642664148729	0.461882719787982	SLC25A4	1
GO:0031333	negative regulation of protein-containing complex assembly	1/79	145/18800	0.458248449460608	0.548642664148729	0.461882719787982	PTGER4	1
GO:0043524	negative regulation of neuron apoptotic process	1/79	145/18800	0.458248449460608	0.548642664148729	0.461882719787982	CX3CR1	1
GO:0050729	positive regulation of inflammatory response	1/79	145/18800	0.458248449460608	0.548642664148729	0.461882719787982	PTGER4	1
GO:0072006	nephron development	1/79	145/18800	0.458248449460608	0.548642664148729	0.461882719787982	PDGFRB	1
GO:0046718	viral entry into host cell	1/79	146/18800	0.460542653292965	0.549882894778759	0.462926825786285	CD86	1
GO:0062013	positive regulation of small molecule metabolic process	1/79	146/18800	0.460542653292965	0.549882894778759	0.462926825786285	CD244	1
GO:0106106	cold-induced thermogenesis	1/79	146/18800	0.460542653292965	0.549882894778759	0.462926825786285	PLAC8	1
GO:0120161	regulation of cold-induced thermogenesis	1/79	146/18800	0.460542653292965	0.549882894778759	0.462926825786285	PLAC8	1
GO:0034614	cellular response to reactive oxygen species	1/79	147/18800	0.462827264121198	0.55223348647362	0.464905705221078	AKR1C3	1
GO:0010821	regulation of mitochondrion organization	1/79	148/18800	0.465102321545442	0.554569480260186	0.46687229519676	SLC25A4	1
GO:0044272	sulfur compound biosynthetic process	1/79	149/18800	0.467367865004476	0.556511599473995	0.468507296196944	ACSL6	1
GO:0060041	retina development in camera-type eye	1/79	149/18800	0.467367865004476	0.556511599473995	0.468507296196944	PDGFRB	1
GO:0007584	response to nutrient	1/79	150/18800	0.469623933776373	0.557678421359443	0.469489601987536	AKR1C3	1
GO:0010675	regulation of cellular carbohydrate metabolic process	1/79	150/18800	0.469623933776373	0.557678421359443	0.469489601987536	CD244	1
GO:0043535	regulation of blood vessel endothelial cell migration	1/79	150/18800	0.469623933776373	0.557678421359443	0.469489601987536	THBS1	1
GO:0098754	detoxification	1/79	150/18800	0.469623933776373	0.557678421359443	0.469489601987536	PRXL2B	1
GO:0032259	methylation	2/79	376/18800	0.470878553190615	0.558409573254543	0.470105132729044	TRMT13/SETD7	2
GO:0044282	small molecule catabolic process	2/79	376/18800	0.470878553190615	0.558409573254543	0.470105132729044	AKR1C3/IL4I1	2
GO:0008360	regulation of cell shape	1/79	151/18800	0.471870566979144	0.559206610901385	0.470776130338514	FGR	1
GO:0001654	eye development	2/79	379/18800	0.475026590691912	0.562184482416697	0.47328309431443	PDGFRB/BFSP1	2
GO:0140694	non-membrane-bounded organelle assembly	2/79	379/18800	0.475026590691912	0.562184482416697	0.47328309431443	PDGFRB/PATL2	2
GO:0035051	cardiocyte differentiation	1/79	153/18800	0.476335682352906	0.562211190245023	0.473305578683935	PDGFRB	1
GO:0044409	entry into host	1/79	153/18800	0.476335682352906	0.562211190245023	0.473305578683935	CD86	1
GO:0051147	regulation of muscle cell differentiation	1/79	153/18800	0.476335682352906	0.562211190245023	0.473305578683935	HOPX	1
GO:2001236	regulation of extrinsic apoptotic signaling pathway	1/79	153/18800	0.476335682352906	0.562211190245023	0.473305578683935	THBS1	1
GO:0051092	positive regulation of NF-kappaB transcription factor activity	1/79	154/18800	0.478554241965397	0.564448593087391	0.475189168454879	CX3CR1	1
GO:0042326	negative regulation of phosphorylation	2/79	382/18800	0.479155425084342	0.564776590052211	0.475465297418398	INCA1/CD300A	2
GO:0007034	vacuolar transport	1/79	155/18800	0.480763520893035	0.565147703107616	0.475777724283058	TMEM106B	1
GO:0043271	negative regulation of ion transport	1/79	155/18800	0.480763520893035	0.565147703107616	0.475777724283058	LILRB1	1
GO:0044839	cell cycle G2/M phase transition	1/79	155/18800	0.480763520893035	0.565147703107616	0.475777724283058	CDC25B	1
GO:1905952	regulation of lipid localization	1/79	155/18800	0.480763520893035	0.565147703107616	0.475777724283058	THBS1	1
GO:0009259	ribonucleotide metabolic process	2/79	384/18800	0.481897225895418	0.566099698162091	0.476579175015418	ACSL6/ACOT9	2
GO:0090316	positive regulation of intracellular protein transport	1/79	156/18800	0.482963557463131	0.566971321991641	0.477312964075824	ITGAM	1
GO:0031960	response to corticosteroid	1/79	157/18800	0.485154389846762	0.568287809200681	0.478421267772222	AKR1C3	1
GO:0120254	olefinic compound metabolic process	1/79	157/18800	0.485154389846762	0.568287809200681	0.478421267772222	AKR1C3	1
GO:0001701	in utero embryonic development	2/79	387/18800	0.485993668314335	0.568287809200681	0.478421267772222	HOPX/ST8SIA6	2
GO:0042692	muscle cell differentiation	2/79	387/18800	0.485993668314335	0.568287809200681	0.478421267772222	HOPX/PDGFRB	2
GO:0045786	negative regulation of cell cycle	2/79	387/18800	0.485993668314335	0.568287809200681	0.478421267772222	INCA1/LILRB1	2
GO:0008064	regulation of actin polymerization or depolymerization	1/79	158/18800	0.487336056059394	0.568287809200681	0.478421267772222	DSTN	1
GO:0016241	regulation of macroautophagy	1/79	158/18800	0.487336056059394	0.568287809200681	0.478421267772222	SLC25A4	1
GO:0016571	histone methylation	1/79	158/18800	0.487336056059394	0.568287809200681	0.478421267772222	SETD7	1
GO:0043488	regulation of mRNA stability	1/79	158/18800	0.487336056059394	0.568287809200681	0.478421267772222	PATL2	1
GO:0051017	actin filament bundle assembly	1/79	158/18800	0.487336056059394	0.568287809200681	0.478421267772222	PTGER4	1
GO:0030832	regulation of actin filament length	1/79	159/18800	0.489508593961514	0.570440681496484	0.480233694286453	DSTN	1
GO:0006869	lipid transport	2/79	391/18800	0.491424989112757	0.571818182382677	0.481393363224727	ESYT2/THBS1	2
GO:0035966	response to topologically incorrect protein	1/79	160/18800	0.491672041259246	0.571818182382677	0.481393363224727	THBS1	1
GO:2000045	regulation of G1/S transition of mitotic cell cycle	1/79	160/18800	0.491672041259246	0.571818182382677	0.481393363224727	ADAMTS1	1
GO:0006163	purine nucleotide metabolic process	2/79	394/18800	0.495475326418419	0.575093539561352	0.484150769786084	ACSL6/ACOT9	2
GO:0019693	ribose phosphate metabolic process	2/79	394/18800	0.495475326418419	0.575093539561352	0.484150769786084	ACSL6/ACOT9	2
GO:0050727	regulation of inflammatory response	2/79	394/18800	0.495475326418419	0.575093539561352	0.484150769786084	FGR/PTGER4	2
GO:0061572	actin filament bundle organization	1/79	162/18800	0.495971814097992	0.575287810911274	0.484314319916874	PTGER4	1
GO:0007018	microtubule-based movement	2/79	395/18800	0.496820999248097	0.575890654300844	0.48482183229711	KIF1B/BICDL1	2
GO:0007568	aging	1/79	163/18800	0.498108214285043	0.576617985808116	0.485434146790164	PDGFRB	1
GO:0050680	negative regulation of epithelial cell proliferation	1/79	163/18800	0.498108214285043	0.576617985808116	0.485434146790164	THBS1	1
GO:0001764	neuron migration	1/79	164/18800	0.500235673161015	0.57869752262439	0.487184834775923	ADGRG1	1
GO:0009451	RNA modification	1/79	166/18800	0.504463914603456	0.582817529892161	0.49065332216623	TRMT13	1
GO:1903034	regulation of response to wounding	1/79	166/18800	0.504463914603456	0.582817529892161	0.49065332216623	THBS1	1
GO:0043254	regulation of protein-containing complex assembly	2/79	401/18800	0.504848054101877	0.582876088883806	0.490702620895797	PTGER4/SLAIN1	2
GO:0003205	cardiac chamber development	1/79	167/18800	0.506564770605727	0.583317008576292	0.491073815482149	ADAMTS1	1
GO:0022900	electron transport chain	1/79	167/18800	0.506564770605727	0.583317008576292	0.491073815482149	ME1	1
GO:0030216	keratinocyte differentiation	1/79	167/18800	0.506564770605727	0.583317008576292	0.491073815482149	AKR1C3	1
GO:0034250	positive regulation of cellular amide metabolic process	1/79	167/18800	0.506564770605727	0.583317008576292	0.491073815482149	THBS1	1
GO:0060537	muscle tissue development	2/79	405/18800	0.510154316172094	0.586964994805244	0.494144925170259	HOPX/PDGFRB	2
GO:0021543	pallium development	1/79	169/18800	0.510740135640032	0.586964994805244	0.494144925170259	ADGRG1	1
GO:0048639	positive regulation of developmental growth	1/79	169/18800	0.510740135640032	0.586964994805244	0.494144925170259	HOPX	1
GO:0009152	purine ribonucleotide biosynthetic process	1/79	170/18800	0.512814717212918	0.588189058850513	0.495175421096602	ACSL6	1
GO:0031214	biomineral tissue development	1/79	170/18800	0.512814717212918	0.588189058850513	0.495175421096602	FGR	1
GO:0043487	regulation of RNA stability	1/79	170/18800	0.512814717212918	0.588189058850513	0.495175421096602	PATL2	1
GO:0110148	biomineralization	1/79	172/18800	0.516937858713934	0.592529427561939	0.498829422938451	FGR	1
GO:0051650	establishment of vesicle localization	1/79	173/18800	0.518986490298731	0.594098483983093	0.500150355659619	BICDL1	1
GO:0061013	regulation of mRNA catabolic process	1/79	173/18800	0.518986490298731	0.594098483983093	0.500150355659619	PATL2	1
GO:0000910	cytokinesis	1/79	174/18800	0.521026543300632	0.595264312215362	0.501131824928988	CDC25B	1
GO:0010634	positive regulation of epithelial cell migration	1/79	174/18800	0.521026543300632	0.595264312215362	0.501131824928988	THBS1	1
GO:0030178	negative regulation of Wnt signaling pathway	1/79	174/18800	0.521026543300632	0.595264312215362	0.501131824928988	SOX13	1
GO:0006694	steroid biosynthetic process	1/79	175/18800	0.523058053183551	0.5954807536113	0.501314039231963	AKR1C3	1
GO:0007254	JNK cascade	1/79	175/18800	0.523058053183551	0.5954807536113	0.501314039231963	PTGER4	1
GO:0035265	organ growth	1/79	175/18800	0.523058053183551	0.5954807536113	0.501314039231963	PDGFRB	1
GO:0043534	blood vessel endothelial cell migration	1/79	175/18800	0.523058053183551	0.5954807536113	0.501314039231963	THBS1	1
GO:0046890	regulation of lipid biosynthetic process	1/79	175/18800	0.523058053183551	0.5954807536113	0.501314039231963	AKR1C3	1
GO:1901987	regulation of cell cycle phase transition	2/79	415/18800	0.523259975713362	0.5954807536113	0.501314039231963	CDC25B/ADAMTS1	2
GO:0072521	purine-containing compound metabolic process	2/79	416/18800	0.524557856690996	0.596001093900115	0.501752095189908	ACSL6/ACOT9	2
GO:0002221	pattern recognition receptor signaling pathway	1/79	176/18800	0.525081055266692	0.596001093900115	0.501752095189908	CD300A	1
GO:0031056	regulation of histone modification	1/79	176/18800	0.525081055266692	0.596001093900115	0.501752095189908	SETD7	1
GO:2000241	regulation of reproductive process	1/79	176/18800	0.525081055266692	0.596001093900115	0.501752095189908	CDC25B	1
GO:0001659	temperature homeostasis	1/79	177/18800	0.527095584725129	0.597124486130606	0.502697839100679	PLAC8	1
GO:0035725	sodium ion transmembrane transport	1/79	177/18800	0.527095584725129	0.597124486130606	0.502697839100679	SLC4A10	1
GO:0052126	movement in host environment	1/79	177/18800	0.527095584725129	0.597124486130606	0.502697839100679	CD86	1
GO:0001936	regulation of endothelial cell proliferation	1/79	178/18800	0.529101676590388	0.59900889292746	0.504284254072376	THBS1	1
GO:0001503	ossification	2/79	420/18800	0.529726127279232	0.599327683161228	0.504552632216908	FGR/PTGER4	2
GO:0043409	negative regulation of MAPK cascade	1/79	179/18800	0.531099365751023	0.60049268520879	0.505533405950794	CD300A	1
GO:0002833	positive regulation of response to biotic stimulus	1/79	180/18800	0.533088686953197	0.60235231079133	0.50709895850071	CADM1	1
GO:0010721	negative regulation of cell development	1/79	181/18800	0.535069674801247	0.604200123741977	0.508654566416526	LILRB1	1
GO:0006839	mitochondrial transport	1/79	182/18800	0.537042363758264	0.605645194741578	0.509871120226861	SLC25A4	1
GO:0015698	inorganic anion transport	1/79	182/18800	0.537042363758264	0.605645194741578	0.509871120226861	SLC4A10	1
GO:0006109	regulation of carbohydrate metabolic process	1/79	183/18800	0.539006788146657	0.606295923861233	0.510418945897871	CD244	1
GO:0008217	regulation of blood pressure	1/79	183/18800	0.539006788146657	0.606295923861233	0.510418945897871	NCALD	1
GO:0055001	muscle cell development	1/79	183/18800	0.539006788146657	0.606295923861233	0.510418945897871	PDGFRB	1
GO:0099504	synaptic vesicle cycle	1/79	183/18800	0.539006788146657	0.606295923861233	0.510418945897871	PPP3CC	1
GO:0009260	ribonucleotide biosynthetic process	1/79	184/18800	0.54096298214872	0.608105011444349	0.511941952305914	ACSL6	1
GO:0006399	tRNA metabolic process	1/79	185/18800	0.5429109798072	0.609902566004489	0.513455249472646	TRMT13	1
GO:0010975	regulation of neuron projection development	2/79	431/18800	0.543745561837347	0.610447811234221	0.513914272013394	TMEM106B/TOX	2
GO:0002040	sprouting angiogenesis	1/79	186/18800	0.544850815025853	0.610903928585754	0.514298260967653	THBS1	1
GO:0051302	regulation of cell division	1/79	186/18800	0.544850815025853	0.610903928585754	0.514298260967653	CDC25B	1
GO:0006979	response to oxidative stress	2/79	433/18800	0.546263865225493	0.611892348082189	0.515130376140492	PDGFRB/AKR1C3	2
GO:0051260	protein homooligomerization	1/79	187/18800	0.546782521570011	0.611892348082189	0.515130376140492	PRF1	1
